company,country,director,genre,budget,gross,votes,name,rating,released,runtime,score,star,writer,year
Sidéral Productions,France,Krzysztof Kieslowski,Drama,0,1999955,31728,The Double Life of Veronique,R,11/22/1991,98,7.9,Irène Jacob,Krzysztof Kieslowski,1991
Metro-Goldwyn-Mayer (MGM),USA,Lili Fini Zanuck,Action,17000000,7241350,6699,Rush,R,1/17/1992,120,6.7,Jason Patric,Kim Wozencraft,1991
Paramount Pictures,USA,Kenneth Branagh,Crime,15000000,38016380,22783,Dead Again,R,8/30/1991,107,7,Kenneth Branagh,Scott Frank,1991
Detour Filmproduction,USA,Richard Linklater,Comedy,23000,1228108,16396,Slacker,R,7/5/1991,97,7.1,Richard Linklater,Richard Linklater,1991
Davis-Panzer Productions,UK,Russell Mulcahy,Action,30000000,15556340,38557,Highlander II: The Quickening,R,11/1/1991,91,4.1,Christopher Lambert,Gregory Widen,1991
Geffen Pictures,USA,Albert Brooks,Comedy,0,16371128,14509,Defending Your Life,PG,4/5/1991,112,7.3,Albert Brooks,Albert Brooks,1991
Warner Bros.,USA,Michael Caton-Jones,Comedy,0,54830779,27679,Doc Hollywood,PG-13,8/2/1991,104,6.1,Michael J. Fox,Neil B. Shulman,1991
Hughes Entertainment,USA,John Hughes,Comedy,25000000,33691313,17739,Curly Sue,PG,10/25/1991,101,5.7,Jim Belushi,John Hughes,1991
Goldcrest Films International,Ireland,Don Bluth,Animation,18000000,11657385,6716,Amigos inseparables,G,4/3/1992,100,6,Glen Campbell,Don Bluth,1991
Krisjair,USA,Simon Wincer,Action,23000000,7434726,15567,Harley Davidson and the Marlboro Man,R,8/23/1991,98,6,Mickey Rourke,Don Michael Paul,1991
Walt Disney Pictures,USA,Randal Kleiser,Adventure,14000000,34793160,16702,White Fang,PG,1/18/1991,107,6.7,Ethan Hawke,Jack London,1991
Fogwood Films,USA,Joel Schumacher,Drama,0,33669178,12581,Dying Young,R,6/21/1991,111,5.9,Julia Roberts,Marti Leimbach,1991
Warner Bros.,USA,William Dear,Action,0,7788597,5551,If Looks Could Kill,PG-13,3/15/1991,88,5.7,Richard Grieco,Fred Dekker,1991
Universal Pictures,USA,Michael Karbelnikoff,Crime,23000000,20246790,7229,Mobsters,R,7/26/1991,104,5.9,Christian Slater,Michael Mahern,1991
Carnival Film & Television,UK,Simon Moore,Crime,0,221295,2752,Under Suspicion,R,2/28/1992,99,6.5,Liam Neeson,Simon Moore,1991
Home Box Office (HBO),USA,Russell Mulcahy,Action,0,21760000,13505,Ricochet,R,10/4/1991,102,6.1,Denzel Washington,Fred Dekker,1991
Pathé Entertainment,USA,Brian Gilbert,Drama,0,14789113,10368,Not Without My Daughter,PG-13,1/11/1991,116,6.2,Sally Field,Betty Mahmoody,1991
Stone Group Pictures,USA,Craig R. Baxley,Action,17000000,9286314,5551,Stone Cold,R,5/17/1991,88,5.9,Brian Bosworth,Walter Doniger,1991
Carolco Pictures,USA,Mick Jackson,Comedy,0,28862081,26346,L.A. Story,PG-13,2/8/1991,95,6.7,Steve Martin,Steve Martin,1991
Walt Disney Pictures,USA,Steve Miner,Drama,0,7300000,4092,Wild Hearts Can't Be Broken,G,5/24/1991,88,7.2,Gabrielle Anwar,Matt Williams,1991
Cheap Date,USA,Ken Russell,Drama,0,1008404,2921,Whore,NC-17,10/18/1991,85,5.5,Theresa Russell,David Hines,1991
Beco Films,USA,Blake Edwards,Comedy,0,15545943,7160,Switch,R,5/10/1991,103,5.7,Ellen Barkin,Blake Edwards,1991
Kennedy Miller Productions,Australia,John Duigan,Drama,0,2415396,5046,Flirting,R,11/14/1992,99,7.3,Noah Taylor,John Duigan,1991
Nippon Television Network (NTV),Japan,Isao Takahata,Animation,0,415941,16144,Only Yesterday,PG,2/26/2016,118,7.7,Miki Imai,Hotaru Okamoto,1991
New Line Cinema,USA,Burt Kennedy,Action,0,6948859,8055,Suburban Commando,PG,10/4/1991,90,4.3,Hulk Hogan,Frank A. Cappello,1991
TriStar Pictures,USA,Maurice Phillips,Comedy,17000000,2865916,2959,Another You,R,7/26/1991,100,5.3,Richard Pryor,Ziggy Steinberg,1991
Orion Pictures,USA,Jodie Foster,Drama,10000000,25010896,12172,Little Man Tate,PG,11/1/1991,99,6.7,Jodie Foster,Scott Frank,1991
Film Four International,UK,Stephen Poliakoff,Drama,0,135893,2538,Close My Eyes,R,11/22/1991,108,6.4,Alan Rickman,Stephen Poliakoff,1991
Universal Pictures,USA,David S. Ward,Comedy,0,34002045,13317,King Ralph,PG,2/15/1991,97,5.2,John Goodman,Emlyn Williams,1991
Argos Films,Germany,Wim Wenders,Action,23000000,752856,7344,Until the End of the World,R,12/25/1991,280,6.8,William Hurt,Peter Carey,1991
IRS Media,USA,Bobcat Goldthwait,Comedy,1400000,115103,3958,Shakes the Clown,R,3/13/1992,87,5.6,Bobcat Goldthwait,Bobcat Goldthwait,1991
Movie Partners,USA,Mark Herrier,Comedy,0,4205000,2785,Popcorn,R,2/1/1991,91,5.7,Jill Schoelen,Mitchell Smith,1991
Columbia Pictures Corporation,USA,Alan Rudolph,Mystery,8000000,19018321,7239,Mortal Thoughts,R,4/19/1991,102,5.7,Demi Moore,William Reilly,1991
Universal Pictures,USA,John Badham,Action,0,25895485,15517,The Hard Way,R,3/8/1991,111,6.3,Michael J. Fox,Lem Dobbs,1991
Pierre Grise Productions,France,Jacques Rivette,Drama,0,408571,5123,La bella latosa,UNRATED,9/4/1991,238,7.8,Michel Piccoli,Pascal Bonitzer,1991
Black River Productions,UK,Mira Nair,Drama,0,7310000,4116,Mississippi Masala,R,2/5/1992,118,6.6,Denzel Washington,Sooni Taraporevala,1991
Not specified,USA,Nancy Savoca,Comedy,0,394631,6927,Dogfight,R,10/4/1991,94,7.5,River Phoenix,Bob Comfort,1991
ERA International,China,Yimou Zhang,Drama,0,2603061,22684,Raise the Red Lantern,PG,12/18/1991,125,8.2,Li Gong,Su Tong,1991
Vista Street Entertainment,USA,Eric Red,Horror,10000000,9188150,3290,Body Parts,R,8/2/1991,88,5.5,Jeff Fahey,Pierre Boileau,1991
Capella International,USA,Wolfgang Petersen,Crime,22000000,11511031,6807,Shattered,R,10/11/1991,98,6.5,Tom Berenger,Richard Neely,1991
Alicéléo,Spain,Lars von Trier,Drama,0,1007001,16870,Europa,R,6/27/1991,112,7.7,Barbara Sukowa,Lars von Trier,1991
Brooksfilms,USA,Mel Brooks,Comedy,13000000,4102526,7979,Life Stinks,PG-13,7/26/1991,92,5.8,Mel Brooks,Mel Brooks,1991
Metro-Goldwyn-Mayer (MGM),USA,Tom Mankiewicz,Comedy,18000000,5546827,6370,Delirious,PG,8/9/1991,96,5.7,John Candy,Lawrence J. Cohen,1991
Columbia Pictures Corporation,USA,Sean Penn,Drama,7000000,191125,7239,The Indian Runner,R,9/20/1991,127,7.1,David Morse,Sean Penn,1991
Baltimore Pictures,France,Steven Soderbergh,Drama,11000000,1059071,8341,Kafka,PG-13,11/15/1991,98,6.9,Jeremy Irons,Lem Dobbs,1991
Paramount Pictures,USA,Michael Hoffman,Comedy,0,36489888,12336,Soapdish,PG-13,5/31/1991,97,6.5,Sally Field,Robert Harling,1991
Touchstone Pictures,USA,Randa Haines,Drama,0,38120905,4314,The Doctor,PG-13,8/16/1991,122,6.9,William Hurt,Ed Rosenbaum,1991
Alliance Communications Corporation,Canada,Bruce Beresford,Adventure,0,8211952,5638,Black Robe,R,10/4/1991,101,7.1,Lothaire Bluteau,Brian Moore,1991
Twentieth Century Fox Film Corporation,USA,Peter Faiman,Comedy,17000000,4603929,10048,Dutch,PG-13,7/19/1991,107,6.4,Ed O'Neill,John Hughes,1991
Touchstone Pictures,USA,Robert Benton,Crime,48000000,15965919,10085,Billy Bathgate,R,11/1/1991,106,5.9,Dustin Hoffman,E.L. Doctorow,1991
Canal+,Spain,Pedro Almodóvar,Comedy,0,1710057,10971,High Heels,R,12/20/1991,112,7.2,Victoria Abril,Pedro Almodóvar,1991
Paramount Pictures,USA,Ken Kwapis,Comedy,0,9804775,5289,"He Said, She Said",PG-13,2/22/1991,115,5.6,Kevin Bacon,Brian Hohlfeld,1991
Cinetel Films,USA,Marc Rocco,Crime,3000000,390152,2522,Where the Day Takes You,R,9/11/1992,105,6.8,Dermot Mulroney,Michael Hitchcock,1991
Palace Pictures,UK,Bill Duke,Comedy,8000000,10438504,1581,A Rage in Harlem,R,5/3/1991,100,5.9,Forest Whitaker,Chester Himes,1991
Twentieth Century Fox Film Corporation,USA,Chris Columbus,Comedy,0,21830957,8491,Only the Lonely,PG-13,5/24/1991,104,6.3,John Candy,Chris Columbus,1991
Carolco Pictures,USA,Martha Coolidge,Drama,7500000,6266621,4115,Rambling Rose,R,9/20/1991,112,6.7,Laura Dern,Calder Willingham,1991
Twentieth Century Fox Film Corporation,USA,Lawrence Kasdan,Crime,0,33243020,13271,Grand Canyon,R,1/17/1992,134,6.9,Danny Glover,Lawrence Kasdan,1991
Paramount Pictures,USA,Robert Lieberman,Comedy,0,14812000,3508,All I Want for Christmas,G,11/8/1991,92,6,Harley Jane Kozak,Thom Eberhardt,1991
Golden Harvest Company,Hong Kong,Jackie Chan,Action,0,10440032,15147,Armour of God 2: Operation Condor,PG-13,7/18/1997,106,7.3,Jackie Chan,Jackie Chan,1991
Gladden Entertainment,USA,Stewart Raffill,Comedy,13000000,3752426,4885,Mannequin: On the Move,PG,5/17/1991,95,4.1,Kristy Swanson,Edward Rugoff,1991
Paramount Pictures,USA,Mark DiSalle,Action,10000000,14061361,2867,The Perfect Weapon,R,3/15/1991,90,6,Jeff Speakman,David C. Wilson,1991
Pathé Entertainment,USA,Nicholas Meyer,Action,18000000,1501785,1996,Company Business,PG-13,9/6/1991,98,5.7,Gene Hackman,Nicholas Meyer,1991
New Line Cinema,USA,Michael Tolkin,Drama,0,1277401,4296,The Rapture,R,10/4/1991,100,6.4,Mimi Rogers,Michael Tolkin,1991
Paramount Pictures,USA,John Milius,Action,35000000,14587732,5162,Flight of the Intruder,PG-13,1/18/1991,115,5.7,Danny Glover,Stephen Coonts,1991
All Girl Productions,USA,Mark Rydell,Comedy,40000000,17860280,4430,For the Boys,R,11/27/1991,138,6.3,Bette Midler,Neal Jimenez,1991
Kings Road Entertainment,USA,Albert Pyun,Action,0,1250712,4588,Kickboxer 2: The Road Back,R,6/14/1991,100,4.5,Sasha Mitchell,Mark DiSalle,1991
Orion Pictures,USA,Woody Allen,Comedy,14000000,2735731,14024,Shadows and Fog,PG-13,3/20/1992,85,6.8,Woody Allen,Woody Allen,1991
Empire Pictures (II),USA,Stuart Gordon,Horror,2000000,3331,3241,The Pit and the Pendulum,R,6/27/1991,97,6.1,Lance Henriksen,Edgar Allan Poe,1991
"Hudlin Brothers, The",USA,George Jackson,Comedy,5000000,19281235,3925,House Party 2,R,10/23/1991,100,5.1,Christopher Reid,Reginald Hudlin,1991
Allarts,UK,Peter Greenaway,Drama,0,1750301,5335,Prospero's Books,R,8/30/1991,124,6.9,John Gielgud,William Shakespeare,1991
Warner Bros.,USA,Irwin Winkler,Drama,0,9480198,6588,Guilty by Suspicion,PG-13,3/15/1991,105,6.5,Robert De Niro,Irwin Winkler,1991
The Saul Zaentz Company,USA,Hector Babenco,Drama,36000000,1342903,2755,At Play in the Fields of the Lord,R,12/6/1991,189,6.8,Tom Berenger,Peter Matthiessen,1991
Paramount Pictures,USA,Herbert Ross,Drama,0,418807,4205,True Colors,R,3/15/1991,111,6.3,John Cusack,Kevin Wade,1991
Hollywood Pictures,USA,Jerry Rees,Comedy,26000000,12454768,4445,The Marrying Man,R,4/5/1991,115,5.7,Kim Basinger,Neil Simon,1991
Sean Daniel Company,USA,Nadia Tass,Comedy,17010000,22641969,5618,Pure Luck,PG,8/9/1991,96,5.7,Martin Short,Francis Veber,1991
Largo Entertainment,USA,Rod Daniel,Comedy,22000000,11000863,4400,The Super,R,10/4/1991,84,5.5,Joe Pesci,Sam Simon,1991
Paramount Pictures,USA,Terry Hughes,Comedy,0,9689816,5723,The Butcher's Wife,PG-13,10/25/1991,107,5.3,Demi Moore,Ezra Litwak,1991
Orion Pictures,USA,Richard Franklin,Action,16400000,21082165,7248,F/X2,PG-13,5/10/1991,108,5.8,Bryan Brown,Robert T. Megginson,1991
Films A2,France,Leos Carax,Drama,28000000,117569,9590,The Lovers on the Bridge,R,7/2/1999,125,7.6,Juliette Binoche,Leos Carax,1991
Paramount Pictures,UK,Franc Roddam,Action,0,3106559,5614,K2,R,5/1/1992,102,6.2,Michael Biehn,Patrick Meyers,1991
Bronze Eye Productions,USA,Todd Haynes,Drama,250000,609524,2724,Poison,R,8/16/1991,85,6.5,Edith Meeks,Jean Genet,1991
Interscope Communications,USA,Michael Apted,Drama,0,24277858,5499,Class Action,R,3/15/1991,110,6.4,Gene Hackman,Carolyn Shelby,1991
BBC Films,UK,Mike Newell,Drama,0,13200170,5334,Enchanted April,PG,12/25/1992,95,7.4,Alfred Molina,Elizabeth von Arnim,1991
Hollywood Pictures,USA,Geoff Burrowes,Action,16000000,4409328,2157,Run,R,2/1/1991,91,6.1,Patrick Dempsey,Dennis Shryack,1991
Robert Simonds Productions,USA,Jeffrey Hornaday,Drama,0,3547684,1594,Shout,PG-13,10/4/1991,89,5,John Travolta,Joe Gayton,1991
Universal Pictures,UK,James Dearden,Crime,0,15429177,4042,A Kiss Before Dying,R,4/26/1991,94,5.7,Matt Dillon,Ira Levin,1991
Warner Bros.,USA,Norman Jewison,Comedy,0,25682090,6905,Other People's Money,R,10/18/1991,103,6.1,Danny DeVito,Jerry Sterner,1991
DDM Film Corporation,USA,Frank De Felitta,Horror,0,2368,2057,Scissors,R,3/22/1991,100,5.2,Sharon Stone,Joyce Selznick,1991
American Playhouse,UK,Julie Dash,Drama,0,1642436,1135,Daughters of the Dust,TV-PG,12/27/1991,100,6.5,Cora Lee Day,Julie Dash,1991
Hollywood Pictures,USA,Heywood Gould,Action,4000000,11276846,3226,One Good Cop,R,5/3/1991,114,5.8,Michael Keaton,Heywood Gould,1991
Golden Harvest Company,Hong Kong,Michael Mak,Adventure,0,396003,1687,Sex and Zen,R,11/30/1991,100,5.8,Amy Yip,Alexander Lee,1991
C.L.G. Films,UK,James Lapine,Biography,0,4076211,4064,Impromptu,PG-13,1991-05,107,7,Judy Davis,Sarah Kernochan,1991
Cannon Pictures,USA,Aaron Norris,Action,0,4654288,2836,The Hitman,R,10/25/1991,95,5.3,Chuck Norris,Robert Geoffrion,1991
Siriol Productions,UK,József Gémes,Animation,0,2144238,1975,The Princess and the Goblin,G,6/3/1994,100,6.9,Claire Bloom,Robin Lyons,1991
Feature Film Enterprise II,Japan,Akira Kurosawa,Drama,0,516431,5202,Rapsodia en agosto,PG,12/20/1991,98,7.3,Sachiko Murase,Kiyoko Murata,1991
Vision PDG,USA,Zalman King,Drama,0,573904,1253,Wild Orchid II: Two Shades of Blue,R,5/8/1992,111,3.7,Nina Siemaszko,Zalman King,1991
Cinecom Entertainment Group,USA,Lasse Hallström,Comedy,16000000,14851083,3594,Once Around,R,2/1/1991,115,6.5,Richard Dreyfuss,Malia Scotch Marmo,1991
Parallax Pictures,UK,Ken Loach,Comedy,0,295444,3324,Riff-Raff,UNRATED,2/12/1993,95,7.1,Robert Carlyle,Bill Jesse,1991
MK2 Productions,France,Claude Chabrol,Drama,0,1942424,3041,Madame Bovary,PG-13,12/25/1991,143,6.7,Isabelle Huppert,Gustave Flaubert,1991
House & Moorhouse Films,Australia,Jocelyn Moorhouse,Drama,0,524668,5369,Proof,R,3/20/1992,86,7.4,Hugo Weaving,Jocelyn Moorhouse,1991
Edward R. Pressman Film,USA,David Mamet,Crime,0,2971661,5024,Homicide,R,8/28/1991,102,7.1,Joe Mantegna,David Mamet,1991
Island World,USA,Kevin Hooks,Comedy,0,7683267,1507,Strictly Business,PG-13,11/8/1991,100,5.4,Tommy Davidson,Pam Gibson,1991
A.M.A. Film,Italy,Gabriele Salvatores,Comedy,0,4532791,11479,Mediterraneo,R,1/31/1991,96,7.4,Diego Abatantuono,Enzo Monteleone,1991
Cecchi Gori Group Tiger Cinematografica,Italy,Roberto Benigni,Comedy,0,574392,8466,Johnny Stecchino,R,10/24/1991,102,7.2,Roberto Benigni,Roberto Benigni,1991
British Screen Productions,UK,Derek Jarman,Drama,0,694438,1997,Edward II,R,10/18/1991,87,7,Steven Waddington,Christopher Marlowe,1991
Les Films 21,USA,Sylvio Tabet,Action,6000000,869325,2462,Beastmaster 2: Through the Portal of Time,PG-13,8/30/1991,107,3.8,Marc Singer,Andre Norton,1991
Hollywood Pictures,USA,Jeff Kanew,Action,0,11128309,4135,V.I. Warshawski,R,7/26/1991,89,4.8,Kathleen Turner,Sara Paretsky,1991
Initial Films,USA,John Frankenheimer,Action,0,1182273,1977,Year of the Gun,R,11/1/1991,111,5.7,Andrew McCarthy,Michael Mewshaw,1991
Action Films,France,Volker Schlöndorff,Drama,0,516517,2507,Voyager,PG-13,1/31/1992,117,6.8,Sam Shepard,Max Frisch,1991
Esperanto Filmoj,Mexico,Alfonso Cuarón,Comedy,0,9074,2423,Sólo con tu pareja,NOT RATED,12/25/1992,94,7.1,Daniel Giménez Cacho,Alfonso Cuarón,1991
Alliance Entertainment,Canada,Atom Egoyan,Comedy,0,396573,2727,The Adjuster,R,1992-07,102,6.7,Elias Koteas,Atom Egoyan,1991
Orion Pictures,USA,Jonathan Wacks,Comedy,10000000,6166819,2180,Mystery Date,PG-13,8/16/1991,97,6,Ethan Hawke,Parker Bennett,1991
Paramount Pictures,USA,Lewis Gilbert,Comedy,0,242014,903,Stepping Out,PG,10/11/1991,106,6.4,Liza Minnelli,Richard Harris,1991
Marble Hall,USA,James Glickenhaus,Action,0,456127,1284,McBain,R,9/20/1991,107,4.7,Christopher Walken,James Glickenhaus,1991
Imagine Entertainment,USA,Radha Bharadwaj,Drama,4000000,259012,2293,Closet Land,R,3/6/1991,100,7.2,Madeleine Stowe,Radha Bharadwaj,1991
TriStar Pictures,USA,Matthew Robbins,Adventure,10000000,8667684,2380,Bingo,PG,8/9/1991,100,4.7,Cindy Williams,Jim Strain,1991
Sovereign Pictures,UK,Charles Sturridge,Drama,0,1403033,1691,Where Angels Fear to Tread,PG,2/28/1992,100,6.6,Helena Bonham Carter,E.M. Forster,1991
Erato Films,France,Maurice Pialat,Biography,0,138720,2069,Van Gogh,R,10/30/1992,158,7.3,Jacques Dutronc,Maurice Pialat,1991
JVC Entertainment Networks,USA,George Gallo,Comedy,0,2120564,2157,29th Street,R,11/1/1991,101,7.3,Anthony LaPaglia,Frank Pesce,1991
BC,Germany,Danny Huston,Biography,0,218316,192,Becoming Colette,R,11/6/1992,100,5.4,Klaus Maria Brandauer,Ruth Graham,1991
Nelson Entertainment,USA,Sidney J. Furie,Action,19000000,939277,869,The Taking of Beverly Hills,R,10/11/1991,96,4.9,Ken Wahl,Sidney J. Furie,1991
Iblis Films,Belgium,Jaco Van Dormael,Comedy,0,1228153,4546,Toto the Hero,PG-13,6/19/1991,91,7.7,Michel Bouquet,Didier De Neck,1991
Juno Pix,USA,Joseph B. Vasquez,Comedy,1900000,532933,1147,Hangin' with the Homeboys,R,4/5/1991,100,7,Doug E. Doug,Joseph B. Vasquez,1991
Grand Highway Productions,USA,Mary Agnes Donoghue,Drama,0,18634643,2375,Paradise,PG-13,10/4/1991,111,6.7,Melanie Griffith,Mary Agnes Donoghue,1991
American Playhouse,Mexico,Nicolás Echevarría,Adventure,0,789127,883,Cabeza de Vaca,R,4/17/1992,100,7,Juan Diego,Nicolás Echevarría,1991
Numero Uno International,Italy,Andrey Konchalovskiy,Drama,0,583979,1676,The Inner Circle,PG-13,12/25/1991,137,7.1,Tom Hulce,Andrey Konchalovskiy,1991
Initial Entertainment Group (IEG),USA,Mike Figgis,Mystery,0,133645,1320,Liebestraum,R,1991-11,112,6,Kevin Anderson,Mike Figgis,1991
Avenue Pictures,UK,Michael Lindsay-Hogg,Comedy,0,5186392,1660,The Object of Beauty,R,4/12/1991,103,5.7,John Malkovich,Michael Lindsay-Hogg,1991
A&M; Films,USA,Michael Bortman,Drama,0,31000,761,Crooked Hearts,R,9/6/1991,113,6.1,Peter Berg,Robert Boswell,1991
Castle Rock Entertainment,USA,W.D. Richter,Drama,0,8906823,1474,Late for Dinner,PG,9/20/1991,99,6.5,Peter Berg,Mark Andrus,1991
American Playhouse,USA,Matty Rich,Crime,450000,2712293,499,Straight Out of Brooklyn,R,1991-06,100,5.9,George T. Odom,Matty Rich,1991
Film Par Film,France,Gérard Lauzier,Comedy,0,25480000,2224,Mon Pere Ce Heros,Not specified,10/23/1991,105,6.1,Gérard Depardieu,Gérard Lauzier,1991
New Line Cinema,USA,Topper Carew,Comedy,0,978775,425,Talkin' Dirty After Dark,R,8/16/1991,89,5.2,Martin Lawrence,Topper Carew,1991
Pedro Costa Producciones Cinematográficas S.A.,Spain,Vicente Aranda,Crime,0,1407309,1875,Lovers: A True Story,R,4/12/1991,103,7.2,Victoria Abril,Álvaro del Amo,1991
Califilm,USA,Rodman Flender,Drama,0,1159578,780,The Unborn,R,3/29/1991,100,4,Brooke Adams,John Brancato,1991
WMG Pictures,USA,Michael Schultz,Comedy,0,5467959,374,Livin' Large!,R,9/20/1991,100,5,Terrence 'T.C.' Carson,William Mosley-Payne,1991
Film Par Film,France,Alain Corneau,Biography,0,3089497,5433,Tous les matins du monde,NOT RATED,12/18/1991,115,7.6,Gérard Depardieu,Pascal Quignard,1991
American Playhouse,USA,Nancy Kelly,Romance,0,717772,460,Thousand Pieces of Gold,PG-13,1991-11,105,7.1,Rosalind Chao,Ruthanne Lum McCunn,1991
Panorama,USA,Tony Cookson,Comedy,0,402539,393,And You Thought Your Parents Were Weird,PG,11/15/1991,92,4.5,Joshua John Miller,Tony Cookson,1991
Carolco Pictures,USA,Steve Rash,Comedy,0,612781,1343,Queens Logic,R,2/1/1991,100,5.9,Kevin Bacon,Tony Spiridakis,1991
Touchstone Pictures,USA,Paul Mazursky,Comedy,3000000,9563393,4158,Scenes from a Mall,R,2/22/1991,89,5.3,Bette Midler,Roger L. Simon,1991
Home Grown Inc.,USA,Stuart Rosenberg,Drama,0,3603615,413,My Heroes Have Always Been Cowboys,PG,3/1/1991,100,6.4,Scott Glenn,Joel Don Humphreys,1991
Paramount Pictures,USA,Robert M. Young,Drama,0,336396,624,Talent for the Game,PG,4/26/1991,91,5.9,Edward James Olmos,David Himmelstein,1991
Esperanza Films Inc.,USA,John Sayles,Crime,3000000,1264910,1889,City of Hope,R,11/15/1991,129,7.4,Vincent Spano,John Sayles,1991
Anglo International Films,UK,Don Boyd,Drama,0,256521,429,Twenty-One,R,10/4/1991,92,5.3,Patsy Kensit,Zoe Heller,1991
British Screen Productions,Ireland,Peter Chelsom,Comedy,0,4313173,1338,Hear My Song,R,1992-02,100,7.2,Ned Beatty,Peter Chelsom,1991
Nelson Entertainment,USA,Duncan Gibbins,Action,13000000,5451119,1664,Eve of Destruction,R,1/18/1991,99,4.8,Gregory Hines,Duncan Gibbins,1991
Raffaella Productions,USA,Avi Nesher,Action,6000000,64562,1236,Timebomb,R,5/25/1991,96,5.5,Michael Biehn,Avi Nesher,1991
Not specified,USA,Arthur Hiller,Comedy,14000000,1989059,757,Married to It,R,3/26/1993,112,5.9,Beau Bridges,Janet Kovalcik,1991
Carolco Pictures,USA,Martin Campbell,Mystery,0,6413375,583,Defenseless,R,8/23/1991,104,5.8,Barbara Hershey,James Cresson,1991
Channel Four Films,UK,Hanif Kureishi,Comedy,0,170667,491,London Kills Me,R,12/13/1991,107,6.3,Justin Chadwick,Hanif Kureishi,1991
Sandollar Productions,USA,Charles Lane,Comedy,15000000,4693236,1019,True Identity,R,8/23/1991,93,5.1,Lenny Henry,Andy Breckman,1991
Channel Four Films,UK,Simon Callow,Comedy,0,184890,547,The Ballad of the Sad Cafe,PG-13,1991-06,100,6.5,Vanessa Redgrave,Edward Albee,1991
Cineplex-Odeon Films,Canada,Bruce McDonald,Comedy,0,291645,1210,Highway 61,R,4/24/1992,102,7.2,Don McKellar,Allan Magee,1991
Alpha Filmes,Brazil,Walter Salles,Drama,0,356825,510,The Knife,R,11/14/1992,104,6.2,Peter Coyote,Rubem Fonseca,1991
British Screen Productions,UK,Peter Richardson,Comedy,0,582510,1304,The Pope Must Diet,R,8/30/1991,100,5,Robbie Coltrane,Peter Richardson,1991
Warner Bros.,UK,István Szabó,Comedy,0,1000348,1060,Meeting Venus,PG-13,1991-12,119,6.8,Glenn Close,István Szabó,1991
High Horse Films,USA,Martin Davidson,Comedy,0,306319,450,Hard Promises,PG,1/31/1992,95,5.8,Sissy Spacek,Jule Selbo,1991
